sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
185,LEVEL308,LEVEL3_NAME,2008,,Sensitive Info,Employee Info,,,Sub-branch
186,LEVEL408,LEVEL4_NAME,2008,,Sensitive Info,Employee Info,,,Section
187,ORGANIZATION08,ORGANIZATION,2008,,BC Stats Background,Employee Info,,,Organization 2008
188,PSAREGION08,PSAREGION,2008,,BC Stats Background,Employee Info,,,PSA Region 2008 (Calculated from WORKCITY08)
189,REGHOURS08,REGHOURS,2008,,BC Stats Background,Employee Info,,,Weekly Salaried Hours 2008 (for employees that work a pre-determined salaried work schedule - those who don't show a value of 1.88)
190,SRVCDT08,SRVCDT,2008,,Sensitive Info,Employee Info,,,Service Date 2008 (first date in current benefit program)
191,SRVCYRS08,SRVCYRS,2008,,BC Stats Background,Employee Info,,,Service Years 2008 (Calculated from SRVCDT08)
192,SRVCYRSGRP08,SRVCYRSGRP,2008,,BC Stats Background,Employee Info,,,Service Year Group 2008 (Calculated from SRVCYRS08)
193,UNIONSTATUS08,UNIONSTATUS,2008,,BC Stats Background,Employee Info,,,Union Status 2008 (formerly GROUPS08)
194,WESJOBCLASGRP08,WESJOBCLASGRP,2008,,BC Stats Background,Employee Info,,,WES Job Class Group 2008
62,day2_107,Q09,2007,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,day2_1 2007: [NON-MODEL] Innovation is valued in my work.
201,day2_108,Q09,2008,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,day2_1 2008: [NON-MODEL] Innovation is valued in my work.
344,day2_109,Q09,2009,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,day2_1 2009: [NON-MODEL] Innovation is valued in my work.
198,day1_408,NA,2008,,Exclude,Outdated Survey Question/Calc,,,day1_4 2008: [NON-MODEL] I have adequate opportunities to candidly express ideas.
508,day2_110,Q09,2010,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,day2_1 2010: [NON-MODEL] Innovation is valued in my work.
681,day2_111,Q09,2011,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,day2_1 2011: [NON-MODEL] Innovation is valued in my work.
870,Q5892_07_13,Q09,2013,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,Innovation is valued in my work.
202,day2_208,NA,2008,Q5335_06,Exclude,Outdated Survey Question/Calc,,,day2_2 2008: [EMPOWERMENT R] I am encouraged to be innovative in my work.
1018,Q5892_07_15,Q09,2015,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,Innovation is valued in my work.
1170,Q5892_07_18,Q09,2018,Q5892_07,Raw Survey Question,My Day-to-Day Work,,,Innovation is valued in my work.
203,day2_308,Q10,2008,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,,day2_3 2008: [EMPOWERMENT M] I have the opportunities I need to implement new ideas.
206,day3_208,NA,2008,,Exclude,Outdated Survey Question/Calc,,,day3_2 2008: [NON-MODEL] Appropriate accountabilities are in place in my work unit.
346,day2_309,Q10,2009,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,,day2_3 2009: [EMPOWERMENT M] I have the opportunities I need to implement new ideas.
510,day2_310,Q10,2010,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,,day2_3 2010: [EMPOWERMENT R] I have the opportunities I need to implement new ideas.
683,day2_311,Q10,2011,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,,day2_3 2011: [EMPOWERMENT B] I have the opportunities I need to implement new ideas.
210,day4_108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,day4_1 2008: I am appreciated for the contribution I make to my Ministry/organization.
872,Q3182_08_13,Q10,2013,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,,I have the opportunities I need to implement new ideas.
1019,Q3182_08_15,Q10,2015,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,,I have the opportunities I need to implement new ideas.
1171,Q3182_08_18,Q10,2018,Q3182_08,Raw Survey Question,My Day-to-Day Work,Empowerment,72,I have the opportunities I need to implement new ideas.
124,org2_307,Q11,2007,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,org2_3 2007: [NON-MODEL] I am inspired to give my very best.
204,day2_408,Q11,2008,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,day2_4 2008: [NON-MODEL] I am inspired to give my very best.
347,day2_409,Q11,2009,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,day2_4 2009: [NON-MODEL] I am inspired to give my very best.
217,day5_308,NA,2008,Q8072_04,Exclude,Outdated Survey Question/Calc,,,day5_3 2008: [NON-MODEL] I am proud of the work I do.
218,day5_408,NA,2008,Q1657_08,Exclude,Outdated Survey Question/Calc,,,day5_4 2008: [NON-MODEL] My workplace procedures allow me to use my time as effectively as possible.
219,day5_508,NA,2008,,Exclude,Outdated Survey Question/Calc,,,day5_5 2008: [NON-MODEL] The work I do gives citizens good value for their tax dollars.
511,day2_410,Q11,2010,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,day2_4 2010: [NON-MODEL] I am inspired to give my very best.
684,day2_411,Q11,2011,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,day2_4 2011: [NON-MODEL] I am inspired to give my very best.
873,Q8671_06_13,Q11,2013,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,I am inspired to give my very best.
1021,Q8671_06_15,Q11,2015,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,I am inspired to give my very best.
1172,Q8671_06_18,Q11,2018,Q8671_06,Raw Survey Question,My Day-to-Day Work,,,I am inspired to give my very best.
1173,Q4343_18_18,Q12,2018,Q4343_18,Raw Survey Question,My Day-to-Day Work,,,I feel energized by my work.
58,day1_207,Q13,2007,,Raw Survey Question,My Day-to-Day Work,,,day1_2 2007: [NON-MODEL] My work unit is supported to cope effectively with change.
227,phy1_208,NA,2008,Q3894_04,Exclude,Outdated Survey Question/Calc,,,phy1_2 2008: [NON-MODEL] The physical security of my workplace is satisfactory.
228,phy1_308,NA,2008,,Exclude,Outdated Survey Question/Calc,,,"phy1_3 2008: [PHYSICAL ENVIRONMENT & TOOLS B] I have the tools (i.e., technology, equipment, etc.) I need to do my job well."
229,phy1_408,NA,2008,Q4725_06,Exclude,Outdated Survey Question/Calc,,,phy1_4 2008: [NON-MODEL] I have the information I need to do my job well.
205,day3_108,Q13,2008,Q4858_08,Raw Survey Question,My Day-to-Day Work,,,day3_1 2008: [NON-MODEL] My work unit is well supported during times of change.
348,day3_109,Q13,2009,Q4858_08,Raw Survey Question,My Day-to-Day Work,,,day3_1 2009: [NON-MODEL] My work unit is well supported during times of change.
512,day3_110,Q13,2010,Q4858_08,Raw Survey Question,My Day-to-Day Work,,,day3_1 2010: [NON-MODEL] My work unit is well supported during times of change.
233,perf1_408,NA,2008,,Exclude,Outdated Survey Question/Calc,,,perf1_4 2008: [NON-MODEL] I regularly receive feedback on my performance.
685,day3_111,Q13,2011,Q4858_08,Raw Survey Question,My Day-to-Day Work,,,day3_1 2011: [NON-MODEL] My work unit is well supported during times of change.
235,perf208,NA,2008,,Exclude,Outdated Survey Question/Calc,,,perf2 2008: [NON-MODEL] A) Have you had a performance review in the last 12 months? A performance review may be a formal appraisal and/or an informal conversation with your supervisor about your performance.
236,perf3_108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,perf3_1 2008: [NON-MODEL] B) (If yes): My performance review helps me achieve my performance goals.
874,Q4858_08_13,Q13,2013,Q4858_08,Raw Survey Question,My Day-to-Day Work,,,My work unit is well supported during times of change.
238,cow1_208,NA,2008,Q6887_04,Exclude,Outdated Survey Question/Calc,,,cow1_2 2008: [NON-MODEL] My ideas are respected by others in my work unit.
1022,Q4858_08_15,Q13,2015,Q4858_08,Raw Survey Question,My Day-to-Day Work,,,My work unit is well supported during times of change.
1174,Q4858_08_18,Q13,2018,Q4858_08,Raw Survey Question,My Day-to-Day Work,,42,My work unit is well supported during times of change.
241,pers1_108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,pers1_1 2008: [NON-MODEL] The person I report to listens to my suggestions and ideas for improvement.
686,day3_211,Q14,2011,Q3344_11,Raw Survey Question,My Day-to-Day Work,,,day3_2 2011: [NON-MODEL] Employees are held accountable in my work unit.
875,Q3344_11_13,Q14,2013,Q3344_11,Raw Survey Question,My Day-to-Day Work,,,Employees are held accountable in my work unit.
1023,Q3344_11_15,Q14,2015,Q3344_11,Raw Survey Question,My Day-to-Day Work,,,Employees are held accountable in my work unit.
245,pers2_108,NA,2008,Q2785_04,Exclude,Outdated Survey Question/Calc,,,pers2_1 2008: [NON-MODEL] The person I report to is an effective manager.
246,pers2_208,NA,2008,,Exclude,Outdated Survey Question/Calc,,,pers2_2 2008: [NON-MODEL] The person I report to is an effective leader.
1175,Q3344_11_18,Q14,2018,Q3344_11,Raw Survey Question,My Day-to-Day Work,,82,Employees are held accountable in my work unit.
248,pers2_408,NA,2008,,Exclude,Outdated Survey Question/Calc,,,pers2_4 2008: [NON-MODEL] The person I report to is open to flexible work arrangements to accommodate personal needs.
67,day3_107,Q15,2007,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,day3_1 2007: [NON-MODEL] I feel my job is secure.
207,day3_308,Q15,2008,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,day3_3 2008: [NON-MODEL] I feel my job is secure.
350,day3_309,Q15,2009,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,day3_3 2009: [NON-MODEL] I feel my job is secure.
252,exe1_308,NA,2008,,Exclude,Outdated Survey Question/Calc,,,exe1_3 2008: [EXECUTIVE LEVEL B] Executives in my Ministry/organization provide clear direction for the future.
514,day3_310,Q15,2010,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,day3_3 2010: [NON-MODEL] I feel my job is secure.
254,exe1_508,NA,2008,Q6870_07,Exclude,Outdated Survey Question/Calc,,,exe1_5 2008: [NON-MODEL] Essential information flows efficiently from staff to senior leadership.
687,day3_311,Q15,2011,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,day3_3 2011: [NON-MODEL] I feel my job is secure.
876,Q4911_04_13,Q15,2013,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,I feel my job is secure.
1024,Q4911_04_15,Q15,2015,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,I feel my job is secure.
1176,Q4911_04_18,Q15,2018,Q4911_04,Raw Survey Question,My Day-to-Day Work,,,I feel my job is secure.
73,day3_707,Q16,2007,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_7 2007: [STAFFING PRACTICES B] In my work unit, the process of selecting a person for a position is based on merit."
208,day3_408,Q16,2008,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_4 2008: [STAFFING PRACTICES B] In my work unit, the selection of a person for a position is based on merit."
351,day3_409,Q16,2009,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_4 2009: [STAFFING PRACTICES B] In my work unit, the selection of a person for a position is based on merit."
262,empw1_408,NA,2008,,Exclude,Outdated Survey Question/Calc,,,empw1_4 2008: [ORGANIZATION SATISFACTION B] I am satisfied with my ministry/organization.
515,day3_410,Q16,2010,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_4 2010: [STAFFING PRACTICES R] In my work unit, the selection of a person for a position is based on merit."
688,day3_411,Q16,2011,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"day3_4 2011: [STAFFING PRACTICES B] In my work unit, the selection of a person for a position is based on merit."
877,Q8117_08_13,Q16,2013,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"In my work unit, the selection of a person for a position is based on merit."
1025,Q8117_08_15,Q16,2015,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,,"In my work unit, the selection of a person for a position is based on merit."
1177,Q8117_08_18,Q16,2018,Q8117_08,Raw Survey Question,My Day-to-Day Work,Staffing_Practices,61,"In my work unit, the selection of a person for a position is based on merit."
268,cha108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,"cha1 2008: Thinking of the last 12 months, please indicate how much workplace change you have experienced."
269,cha2_108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,"cha2_1 2008: Thinking of the last 12 months, please indicate the impact these workplace changes have had on you overall."
270,cha3_108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,"cha3_1 2008: Have you experienced changes to (Yes/No/DK):  Your job (e.g., new job, promotion, transfer, etc.)"
271,cha3_208,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_2 2008: Have you experienced changes to (Yes/No/DK):  Your duties or responsibilities in your existing job
272,cha3_308,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_3 2008: Have you experienced changes to (Yes/No/DK):  Your workplace procedures or policies
273,cha3_408,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_4 2008: Have you experienced changes to (Yes/No/DK):  Your workplace budget
274,cha3_508,NA,2008,,Exclude,Outdated Survey Question/Calc,,,"cha3_5 2008: Have you experienced changes to (Yes/No/DK):  Your physical environment (e.g., office layout, location, security, etc.)"
275,cha3_608,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_6 2008: Have you experienced changes to (Yes/No/DK):  Your salary and/or benefits
276,cha3_708,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_7 2008: Have you experienced changes to (Yes/No/DK):  Your executive
277,cha3_808,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_8 2008: Have you experienced changes to (Yes/No/DK):  The person you report to
278,cha3_908,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_9 2008: Have you experienced changes to (Yes/No/DK):  Staff resulting in a net loss of talent/experience
279,cha3_1008,NA,2008,,Exclude,Outdated Survey Question/Calc,,,cha3_10 2008: Have you experienced changes to (Yes/No/DK):  Staff resulting in a net gain of talent/experience
280,cha3_1108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,"cha3_11 2008: Have you experienced changes to (Yes/No/DK):  Organizational structure (e.g., merging or separating units, changing number of levels in workplace)"
281,ann108,NA,2008,,Exclude,Outdated Survey Question/Calc,,,ann1 2008: Were you informed of the Work Environment Survey [year] results for your organization?
282,Engagement_08,Engagement,2008,,Calculated from Raw,Engagement Model,,,"Engagement 2008 (Calculated from Commitment_08, Job_Satisfaction_08, Org_Satisfaction_08)"
283,Commitment_08,Commitment,2008,,Calculated from Raw,Engagement Model,Engagement,,"BC Public Service Commitment 2008 (Calculated from empw1_608, empw1_808)"
284,Job_Satisfaction_08,Job_Satisfaction,2008,,Calculated from Raw,Engagement Model,Engagement,,Job Satisfaction 2008 (Calculated from empw1_108)
285,Org_Satisfaction_08,Org_Satisfaction,2008,,Calculated from Raw,Engagement Model,Engagement,,Organization Satisfaction 2008 (Calculated from empw1_408)
286,Empowerment_08,Empowerment,2008,,Calculated from Raw,Engagement Model,,,"Empowerment 2008 (Calculated from day1_508, day1_608, day2_208)"
287,Stress_and_Workload_08,Stress_Workload,2008,,Calculated from Raw,Engagement Model,,,"Stress & Workload 2008 (Calculated from day6_208, day6_308)"
288,Vision_Mission_Goals_08,Vision_Mission_Goals,2008,,Calculated from Raw,Engagement Model,,,"Vision, Mission & Goals 2008 (Calculated from org1_208, org1_308)"
289,Teamwork_08,Teamwork,2008,,Calculated from Raw,Engagement Model,,,"Teamwork 2008 (Calculated from cow1_108, cow1_308, cow1_408)"
290,Physical_Environment_Tools_08,Tools_Workspace,2008,,Calculated from Raw,Engagement Model,,,"Physical Environment & Tools 2008 (Calculated from phy1_108, phy1_308)"
291,Recognition_08,Recognition,2008,,Calculated from Raw,Engagement Model,,,"Recognition 2008 (Calculated from day4_208, day4_308)"
292,Professional_Development_08,Professional_Development,2008,,Calculated from Raw,Engagement Model,,,"Professional Development 2008 (Calculated from perf1_108, perf1_208, perf1_308)"
293,Pay_Benefits_08,Pay_Benefits,2008,,Calculated from Raw,Engagement Model,,,"Pay & Benefits 2008 (Calculated from day4_408, day4_508)"
294,Staffing_Practices_08,Staffing_Practices,2008,,Calculated from Raw,Engagement Model,,,"Staffing Practices 2008 (Calculated from day3_408, day3_508)"
295,Respectful_Environment_08,Respectful_Environment,2008,,Calculated from Raw,Engagement Model,,,"Respectful Environment 2008 (Calculated from day1_108, day1_208, day1_308)"
296,Executive_Level_08,Executive_Level,2008,,Calculated from Raw,Engagement Model,,,"Executive Level 2008 (Calculated from exe1_108, exe1_208, exe1_308)"
